0.0100000 0.0000000 0.0000000
0.0300000 0.0000000 0.0000000
0.0500000 0.0000000 0.0000000
0.0700000 0.0000000 0.0000000
0.0900000 0.0000000 0.0000000
0.1100000 0.0000000 0.0000000
0.1300000 0.0000000 0.0000000
0.1500000 0.0000000 0.0000000
0.1700000 0.0000000 0.0000000
0.1900000 0.0000000 0.0000000
0.2100000 0.0000000 0.0000000
0.2300000 0.0000000 0.0000000
0.2500000 0.0000000 0.0000000
0.2700000 0.0000000 0.0000000
0.2900000 0.0000000 0.0000000
0.3100000 0.0000000 0.0000000
0.3300000 0.0000000 0.0000000
0.3500000 0.0000000 0.0000000
0.3700000 0.0000000 0.0000000
0.3900000 0.0000000 0.0000000
0.4100000 0.0000000 0.0000000
0.4300000 0.0000000 0.0000000
0.4500000 0.0000000 0.0000000
0.4700000 0.0000000 0.0000000
0.4900000 0.0056623 0.0057214
0.5100000 0.0149421 0.0150995
0.5300000 0.0230579 0.0233028
0.5500000 0.0310945 0.0314262
0.5700000 0.0402535 0.0406852
0.5900000 0.0501039 0.0506425
0.6100000 0.0618964 0.0625722
0.6300000 0.0741832 0.0749949
0.6500000 0.0889831 0.0899710
0.6700000 0.1051497 0.1063366
0.6900000 0.1229601 0.1243640
0.7100000 0.1443572 0.1460597
0.7300000 0.1676482 0.1696746
0.7500000 0.1935543 0.1959722
0.7700000 0.2249860 0.2279477
0.7900000 0.2585920 0.2621593
0.8100000 0.2588622 0.2631927
0.8300000 0.2448947 0.2502281
0.8500000 0.2445798 0.2511681
0.8700000 0.2480318 0.2563025
0.8900000 0.2540667 0.2645065
0.9100000 0.2642451 0.2776764
0.9300000 0.2787103 0.2963464
0.9500000 0.2966098 0.3200658
0.9700000 0.3192628 0.3512898
0.9900000 0.3476824 0.3922691
1.0100000 0.3809883 0.4428386
1.0300000 0.4198793 0.5036907
1.0500000 0.4630612 0.5726874
1.0700000 0.5089067 0.6484156
1.0900000 0.5590701 0.7345067
1.1100000 0.6166377 0.8351232
1.1300000 0.6893843 0.9597740
1.1500000 0.8117622 1.1485286
1.1700000 1.0000000 1.4262580
1.1900000 0.9651251 1.5110702
1.2100000 0.9201819 1.6445146
1.2300000 0.8665994 1.8626952
1.2500000 0.8116819 2.3114325
1.2700000 0.7358187 3.6116031
1.2900000 0.6634705 3.1442348
1.3100000 0.5750116 1.8327129
1.3300000 0.4697188 1.1591236
1.3500000 0.3337707 0.7190390
1.3700000 0.0928577 0.1867444
1.3900000 0.0000000 0.0000000
1.4100000 0.0000000 0.0000000
1.4300000 0.0000000 0.0000000
1.4500000 0.0000000 0.0000000
1.4700000 0.0000000 0.0000000
1.4900000 0.0000000 0.0000000
1.5100000 0.0000000 0.0000000
1.5300000 0.0000000 0.0000000
1.5500000 0.0000000 0.0000000
1.5700000 0.0000000 0.0000000
1.5900000 0.0000000 0.0000000
1.6100000 0.0000000 0.0000000
1.6300000 0.0000000 0.0000000
1.6500000 0.0000000 0.0000000
1.6700000 0.0000000 0.0000000
1.6900000 0.0000000 0.0000000
1.7100000 0.0000000 0.0000000
1.7300000 0.0000000 0.0000000
1.7500000 0.0000000 0.0000000
1.7700000 0.0000000 0.0000000
1.7900000 0.0000000 0.0000000
1.8100000 0.0000000 0.0000000
1.8300000 0.0000000 0.0000000
1.8500000 0.0000000 0.0000000
1.8700000 0.0000000 0.0000000
1.8900000 0.0000000 0.0000000
1.9100000 0.0000000 0.0000000
1.9300000 0.0000000 0.0000000
1.9500000 0.0000000 0.0000000
1.9700000 0.0000000 0.0000000
1.9900000 0.0000000 0.0000000
